,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
Intercept,0.3288424986095295,0.016232491155095164,0.0002780326228648183,0.2982129753057658,0.36145697381535535,3360.807761107178,0.9997752735861765
nNodes,-0.18268908790671162,0.021367744861014552,0.0003569866177972993,-0.22474833999804628,-0.14178631338158618,2954.3919769629597,0.9998021226930269
Pint,-0.08045292366074812,0.014379582635574794,0.00020962909812158653,-0.109073057213797,-0.0532935481146994,4205.919502046853,0.9997524510676719
Pdam,-0.1763639078216704,0.014632896834002984,0.000201043489489633,-0.2036189759106692,-0.14703726855853938,3647.6590534355464,0.9999205139361084
ResCap,0.31157252012557296,0.03666401664792429,0.000654396957213097,0.2444980638758784,0.3872669967878029,2762.2967998601252,0.9997529316959578
topoParam,-0.009927688862644484,0.015145224468265961,0.0002478110194764105,-0.03917787825012525,0.019799503843850704,3436.372799390277,0.9997537497424396
nLayers,-0.15199452343683137,0.016516920925279913,0.00023476298789935055,-0.18505911745008305,-0.12111846803690407,4388.3798112094555,0.999755870167794
lam,30.370174227832738,4.0853041286679606,0.061046311125126804,22.739715308039525,38.635594530352904,4494.085654448611,0.999824423177316
