,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
Intercept,0.2797107531992703,0.024659006396392073,0.0005083806701723788,0.22888100978106363,0.325753431107722,2429.2843053472297,1.0021234210561387
nNodes,-0.27695454093764876,0.030457267811131804,0.0006038565339535104,-0.3384674380596293,-0.22184030553551282,2213.1596775526928,1.0013647726581187
Pint,-0.043843523148422506,0.018716178057277273,0.00027981123953264516,-0.08011036986099614,-0.006749435261580191,3721.554640456628,0.9997921796664511
Pdam,-0.30326217427392094,0.026138022279311897,0.00045413912078413844,-0.3557451503889289,-0.25370590258287934,3009.4617526387715,1.000436875922625
ResCap,0.43487525958034917,0.030580249840709037,0.000683580726338136,0.3785997752130888,0.495989291659671,1840.836384228064,1.0020063533919514
topoParam,0.016275053504471615,0.0218335830740733,0.0003416550261262089,-0.027153634396116656,0.059008709130076865,3659.233978098226,1.0023051331106962
nLayers,-0.14530530548868067,0.021014669860433776,0.00033231757658393576,-0.18584116902503534,-0.1047738738203815,3942.0484913751743,1.000423143594033
lam,13.469104952592176,1.7289343393469323,0.028176090392951984,10.265182003357241,16.992808067999494,3830.8226077182935,0.9998783450779846
