,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
Intercept,0.3133103795917783,0.02934212520581456,0.0004892852764816173,0.25532267827559696,0.3679459480326371,2971.910295750154,0.9998563335332368
nNodes,-0.40315724069843134,0.03406636320036988,0.0005587981562010163,-0.4711780777291554,-0.33736285754191936,2868.266145809379,1.0003848366373418
Pint,-0.1599306292639122,0.022620482620259508,0.00033563044506728837,-0.2064041123702462,-0.11876482569399044,4297.386611736976,1.0004288830700137
Pdam,-0.3124400584243578,0.02622785745717404,0.0004816341556663337,-0.3638643118373868,-0.2635548535502205,2884.1224558989234,0.9999808149201427
ResCap,0.616463081324749,0.05583109685946498,0.0009232195969279032,0.5076031891775435,0.7216819852059135,2963.0609598495685,1.000469340713172
topoParam,-0.018929905135781532,0.023656213754900544,0.00029550905800982145,-0.06261376403653965,0.030591813929106055,3646.8607940028874,0.9998440001794652
nLayers,-0.29250536064034305,0.03073402941830069,0.0004957732300584374,-0.3577275675513803,-0.23666904512007406,3477.942611572082,0.9997684585547063
lam,10.561815220911589,1.3983478300992689,0.02439984750939626,8.047684496206259,13.402174821591574,3633.7605680540137,0.9999291349709416
