 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(27, 3)" -1.1539 0.6108 0.0075 -2.4114 -0.0112 6078.5383 1.0003
"p((27, 3))_0" 0.4755 0.2244 0.0029 0.0625 0.8686 5758.1538 1.0
"p((27, 3))_1" 0.3497 0.1331 0.0016 0.1031 0.6023 6203.0173 1.0003
"p((27, 3))_2" 0.3278 0.1462 0.0018 0.0731 0.6086 6302.9761 1.0003
"p((27, 3))_3" 0.3241 0.1494 0.0018 0.0688 0.6124 6306.7163 1.0003
"p((27, 3))_4" 0.3235 0.15 0.0018 0.0698 0.6148 6305.5768 1.0003
"p((27, 3))_5" 0.3234 0.1501 0.0018 0.0687 0.6144 6305.102 1.0003
"p((27, 3))_6" 0.3233 0.1502 0.0018 0.0685 0.6142 6304.9703 1.0003
"p((27, 3))_7" 0.3233 0.1502 0.0018 0.0663 0.6119 6304.9379 1.0003
"p((27, 3))_8" 0.3233 0.1502 0.0018 0.0663 0.6119 6304.9303 1.0003
"p((27, 3))_9" 0.3233 0.1502 0.0018 0.0663 0.6119 6304.9286 1.0003
"p((27, 3))_10" 0.3233 0.1502 0.0018 0.0663 0.6119 6304.9282 1.0003
