 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(17, 4)" -0.9299 0.4432 0.0321 -1.7785 -0.0871 116.61 1.0104
"p((17, 4))_0" 0.4737 0.2283 0.0134 0.041 0.8842 137.7954 1.0158
"p((17, 4))_1" 0.3942 0.1125 0.0078 0.1885 0.614 132.8552 1.0191
"p((17, 4))_2" 0.3775 0.1203 0.0088 0.1669 0.6179 115.2024 1.0117
"p((17, 4))_3" 0.3743 0.1235 0.009 0.1404 0.6026 112.6518 1.0103
"p((17, 4))_4" 0.3737 0.1242 0.0091 0.1563 0.6214 112.4872 1.01
"p((17, 4))_5" 0.3736 0.1244 0.0091 0.1555 0.6209 112.4372 1.0099
"p((17, 4))_6" 0.3735 0.1244 0.0091 0.1551 0.6205 112.4231 1.0099
"p((17, 4))_7" 0.3735 0.1244 0.0091 0.1551 0.6205 112.4193 1.0099
"p((17, 4))_8" 0.3735 0.1244 0.0091 0.1551 0.6205 112.4183 1.0099
"p((17, 4))_9" 0.3735 0.1244 0.0091 0.1551 0.6205 112.4181 1.0099
"p((17, 4))_10" 0.3735 0.1244 0.0091 0.1551 0.6205 112.418 1.0099
