 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(15, 4)" -1.0441 0.5242 0.0155 -2.0849 -0.0328 1041.0059 1.0018
"p((15, 4))_0" 0.466 0.2232 0.0057 0.0628 0.8714 1370.5412 1.0013
"p((15, 4))_1" 0.3688 0.118 0.0036 0.1433 0.5929 1015.1298 1.0028
"p((15, 4))_2" 0.3508 0.13 0.004 0.1028 0.603 947.0191 1.0022
"p((15, 4))_3" 0.3476 0.1335 0.0041 0.1007 0.6117 935.5552 1.0021
"p((15, 4))_4" 0.3471 0.1343 0.0041 0.0796 0.5925 932.714 1.0021
"p((15, 4))_5" 0.347 0.1344 0.0041 0.0792 0.5929 932.0223 1.002
"p((15, 4))_6" 0.347 0.1345 0.0041 0.0792 0.593 931.8605 1.002
"p((15, 4))_7" 0.347 0.1345 0.0041 0.0792 0.593 931.8236 1.002
"p((15, 4))_8" 0.347 0.1345 0.0041 0.0792 0.593 931.8153 1.002
"p((15, 4))_9" 0.347 0.1345 0.0041 0.0792 0.593 931.8135 1.002
"p((15, 4))_10" 0.347 0.1345 0.0041 0.0792 0.593 931.8131 1.002
