 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(42, 3)" -1.935 0.6517 0.0503 -3.316 -0.7574 39.2532 1.0783
"p((42, 3))_0" 0.4978 0.241 0.0179 0.1 0.9498 96.6147 1.0142
"p((42, 3))_1" 0.2125 0.1157 0.0095 0.0405 0.4053 56.9164 1.0583
"p((42, 3))_2" 0.1751 0.1105 0.0092 0.027 0.3768 49.0268 1.0715
"p((42, 3))_3" 0.1702 0.1089 0.009 0.0268 0.3742 48.7924 1.0723
"p((42, 3))_4" 0.1695 0.1084 0.009 0.0271 0.3746 48.7962 1.0723
"p((42, 3))_5" 0.1694 0.1083 0.009 0.0268 0.3744 48.801 1.0723
"p((42, 3))_6" 0.1693 0.1082 0.009 0.0268 0.3744 48.8031 1.0723
"p((42, 3))_7" 0.1693 0.1082 0.009 0.0268 0.3744 48.8038 1.0723
"p((42, 3))_8" 0.1693 0.1082 0.009 0.0268 0.3744 48.804 1.0723
"p((42, 3))_9" 0.1693 0.1082 0.009 0.0268 0.3744 48.8041 1.0723
"p((42, 3))_10" 0.1693 0.1082 0.009 0.0268 0.3744 48.8041 1.0723
