 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(47, 3)" -1.1954 0.3506 0.0263 -1.8566 -0.5159 104.4116 1.0032
"p((47, 3))_0" 0.4996 0.2081 0.0121 0.126 0.8863 215.6559 1.0031
"p((47, 3))_1" 0.339 0.0896 0.0065 0.1662 0.5111 110.5137 1.0032
"p((47, 3))_2" 0.3056 0.0865 0.0066 0.1526 0.483 99.616 1.0028
"p((47, 3))_3" 0.299 0.0868 0.0067 0.146 0.4798 99.9867 1.0027
"p((47, 3))_4" 0.2977 0.0868 0.0067 0.1449 0.4783 100.1869 1.0027
"p((47, 3))_5" 0.2974 0.0868 0.0067 0.1453 0.4787 100.2369 1.0027
"p((47, 3))_6" 0.2973 0.0868 0.0067 0.146 0.4795 100.2485 1.0027
"p((47, 3))_7" 0.2973 0.0868 0.0067 0.146 0.4795 100.2512 1.0027
"p((47, 3))_8" 0.2973 0.0868 0.0067 0.146 0.4795 100.2518 1.0027
"p((47, 3))_9" 0.2973 0.0868 0.0067 0.146 0.4795 100.2519 1.0027
"p((47, 3))_10" 0.2973 0.0868 0.0067 0.146 0.4795 100.252 1.0027
