 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(6, 3)" -1.4093 0.213 0.0046 -1.8133 -0.9846 2444.1778 1.0001
"p((6, 3))_0" 0.2921 0.1743 0.0029 0.0129 0.6345 3533.3855 1.0
"p((6, 3))_1" 0.2494 0.0463 0.0008 0.1623 0.3421 3327.4163 1.0
"p((6, 3))_2" 0.2415 0.0447 0.001 0.1564 0.332 2439.5255 1.0001
"p((6, 3))_3" 0.2403 0.0463 0.001 0.1522 0.3331 2352.4305 1.0001
"p((6, 3))_4" 0.2402 0.0466 0.001 0.1553 0.3372 2338.8269 1.0001
"p((6, 3))_5" 0.2401 0.0467 0.001 0.1546 0.3366 2336.1308 1.0001
"p((6, 3))_6" 0.2401 0.0467 0.0011 0.1546 0.3367 2335.5644 1.0001
"p((6, 3))_7" 0.2401 0.0467 0.0011 0.1546 0.3368 2335.4428 1.0001
"p((6, 3))_8" 0.2401 0.0467 0.0011 0.1546 0.3368 2335.4164 1.0001
"p((6, 3))_9" 0.2401 0.0467 0.0011 0.1546 0.3368 2335.4106 1.0001
"p((6, 3))_10" 0.2401 0.0467 0.0011 0.1546 0.3368 2335.4093 1.0001
