 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(18, 4)" -1.5827 0.4618 0.0257 -2.4942 -0.7116 271.2194 1.0095
"p((18, 4))_0" 0.4903 0.222 0.0093 0.0804 0.8749 533.8156 1.0006
"p((18, 4))_1" 0.2622 0.0905 0.0049 0.0868 0.4329 301.5404 1.0063
"p((18, 4))_2" 0.224 0.0879 0.0052 0.0732 0.4032 238.3125 1.0102
"p((18, 4))_3" 0.2179 0.0874 0.0052 0.0713 0.3986 231.478 1.0107
"p((18, 4))_4" 0.2169 0.0872 0.0052 0.0709 0.3973 230.3068 1.0108
"p((18, 4))_5" 0.2167 0.0872 0.0052 0.0708 0.3973 230.1111 1.0108
"p((18, 4))_6" 0.2167 0.0872 0.0052 0.0708 0.3973 230.0775 1.0108
"p((18, 4))_7" 0.2167 0.0871 0.0052 0.0708 0.3974 230.0721 1.0109
"p((18, 4))_8" 0.2167 0.0871 0.0052 0.0708 0.3974 230.0713 1.0109
"p((18, 4))_9" 0.2167 0.0871 0.0052 0.0708 0.3974 230.0712 1.0109
"p((18, 4))_10" 0.2167 0.0871 0.0052 0.0708 0.3974 230.0712 1.0109
