 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(15, 3)" -1.4021 0.3888 0.0251 -2.1185 -0.6512 153.0305 1.0007
"p((15, 3))_0" 0.4881 0.2196 0.0109 0.1222 0.9225 283.3049 1.0135
"p((15, 3))_1" 0.2944 0.0888 0.0059 0.1421 0.4766 151.5445 1.0067
"p((15, 3))_2" 0.258 0.0857 0.0057 0.1087 0.4292 137.8186 1.0013
"p((15, 3))_3" 0.2516 0.0856 0.0057 0.1037 0.4237 139.5132 1.0007
"p((15, 3))_4" 0.2504 0.0855 0.0057 0.102 0.4222 140.1217 1.0006
"p((15, 3))_5" 0.2502 0.0854 0.0056 0.1011 0.421 140.2751 1.0006
"p((15, 3))_6" 0.2502 0.0854 0.0056 0.1011 0.421 140.3114 1.0006
"p((15, 3))_7" 0.2502 0.0854 0.0056 0.1011 0.4211 140.3198 1.0006
"p((15, 3))_8" 0.2502 0.0854 0.0056 0.1011 0.4211 140.3218 1.0006
"p((15, 3))_9" 0.2502 0.0854 0.0056 0.1011 0.4211 140.3222 1.0006
"p((15, 3))_10" 0.2502 0.0854 0.0056 0.1011 0.4211 140.3223 1.0006
