 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(30, 3)" -1.1421 0.4739 0.0267 -2.0255 -0.1341 199.3718 1.0141
"p((30, 3))_0" 0.475 0.2201 0.0111 0.0988 0.8874 299.0945 1.0002
"p((30, 3))_1" 0.348 0.1126 0.0067 0.1447 0.589 173.6746 1.0142
"p((30, 3))_2" 0.3233 0.1185 0.0071 0.1119 0.5675 169.6677 1.017
"p((30, 3))_3" 0.3188 0.1205 0.0072 0.1072 0.5698 170.1617 1.0172
"p((30, 3))_4" 0.3179 0.1209 0.0073 0.1065 0.5704 170.409 1.0173
"p((30, 3))_5" 0.3177 0.121 0.0073 0.1064 0.5705 170.5055 1.0173
"p((30, 3))_6" 0.3177 0.121 0.0073 0.1067 0.571 170.5305 1.0173
"p((30, 3))_7" 0.3177 0.121 0.0073 0.1067 0.571 170.5369 1.0173
"p((30, 3))_8" 0.3177 0.121 0.0073 0.1067 0.571 170.5386 1.0173
"p((30, 3))_9" 0.3177 0.121 0.0073 0.1067 0.571 170.5391 1.0173
"p((30, 3))_10" 0.3177 0.121 0.0073 0.1067 0.571 170.5392 1.0173
