 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(8, 2)" -1.2603 0.3109 0.0039 -1.8442 -0.6204 4886.538 1.0001
"p((8, 2))_0" 0.4161 0.212 0.0028 0.0284 0.7999 4983.7912 1.0001
"p((8, 2))_1" 0.3057 0.0726 0.001 0.1727 0.4538 5116.7182 1.0007
"p((8, 2))_2" 0.2839 0.0728 0.001 0.1478 0.4318 4870.6918 1.0003
"p((8, 2))_3" 0.2799 0.0745 0.001 0.135 0.4241 4795.2467 1.0002
"p((8, 2))_4" 0.2792 0.0749 0.001 0.1283 0.4185 4770.7186 1.0002
"p((8, 2))_5" 0.2791 0.075 0.001 0.13 0.4204 4765.0501 1.0002
"p((8, 2))_6" 0.2791 0.075 0.001 0.1293 0.4198 4763.7511 1.0002
"p((8, 2))_7" 0.2791 0.075 0.001 0.1286 0.4191 4763.4546 1.0002
"p((8, 2))_8" 0.2791 0.075 0.001 0.1286 0.4191 4763.3869 1.0002
"p((8, 2))_9" 0.2791 0.075 0.001 0.1286 0.4191 4763.3714 1.0002
"p((8, 2))_10" 0.2791 0.075 0.001 0.1286 0.4191 4763.3678 1.0002
