 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(12, 2)" -1.7173 0.308 0.0266 -2.313 -1.171 51.8131 1.0101
"p((12, 2))_0" 0.5348 0.1622 0.0162 0.2576 0.8258 2.1822 4.0528
"p((12, 2))_1" 0.2401 0.0624 0.0056 0.126 0.36 20.7365 1.1565
"p((12, 2))_2" 0.192 0.0547 0.0047 0.0978 0.2974 50.405 1.0114
"p((12, 2))_3" 0.1847 0.0529 0.0046 0.0911 0.2849 51.0438 1.0086
"p((12, 2))_4" 0.1836 0.0524 0.0046 0.0908 0.2825 50.9742 1.0088
"p((12, 2))_5" 0.1834 0.0523 0.0045 0.0919 0.2831 50.9535 1.0089
"p((12, 2))_6" 0.1834 0.0523 0.0045 0.0919 0.283 50.949 1.0089
"p((12, 2))_7" 0.1834 0.0523 0.0045 0.0919 0.283 50.948 1.0089
"p((12, 2))_8" 0.1834 0.0523 0.0045 0.0919 0.283 50.9478 1.0089
"p((12, 2))_9" 0.1834 0.0523 0.0045 0.0919 0.283 50.9478 1.0089
"p((12, 2))_10" 0.1834 0.0523 0.0045 0.0919 0.283 50.9478 1.0089
