 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(39, 3)" -1.1426 0.4045 0.0168 -1.9989 -0.3979 493.1118 1.0016
"p((39, 3))_0" 0.4772 0.2226 0.008 0.0832 0.8952 690.3308 1.0004
"p((39, 3))_1" 0.3467 0.0981 0.0041 0.1637 0.5432 461.5226 1.0008
"p((39, 3))_2" 0.3201 0.1007 0.0044 0.1321 0.5153 430.397 1.0016
"p((39, 3))_3" 0.315 0.1024 0.0045 0.1219 0.5141 426.9028 1.0018
"p((39, 3))_4" 0.314 0.1028 0.0045 0.1183 0.5116 425.698 1.0018
"p((39, 3))_5" 0.3138 0.1028 0.0045 0.1138 0.5077 425.3508 1.0019
"p((39, 3))_6" 0.3138 0.1028 0.0045 0.1163 0.5101 425.2577 1.0019
"p((39, 3))_7" 0.3138 0.1028 0.0045 0.1163 0.51 425.2337 1.0019
"p((39, 3))_8" 0.3138 0.1028 0.0045 0.1163 0.51 425.2276 1.0019
"p((39, 3))_9" 0.3138 0.1028 0.0045 0.1163 0.51 425.2261 1.0019
"p((39, 3))_10" 0.3138 0.1028 0.0045 0.1163 0.51 425.2257 1.0019
