 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(22, 4)" -1.4206 0.3792 0.0216 -2.1487 -0.6748 219.2755 1.0077
"p((22, 4))_0" 0.4905 0.2263 0.0106 0.0727 0.9031 367.4165 1.0015
"p((22, 4))_1" 0.291 0.0867 0.005 0.1262 0.463 214.7684 1.0075
"p((22, 4))_2" 0.2535 0.0819 0.0049 0.1006 0.413 198.2881 1.0072
"p((22, 4))_3" 0.2469 0.0816 0.0048 0.1072 0.4205 198.6258 1.0071
"p((22, 4))_4" 0.2457 0.0815 0.0048 0.1044 0.4176 198.7946 1.0071
"p((22, 4))_5" 0.2455 0.0814 0.0048 0.1018 0.4148 198.8336 1.0071
"p((22, 4))_6" 0.2454 0.0814 0.0048 0.1018 0.4149 198.8432 1.0071
"p((22, 4))_7" 0.2454 0.0814 0.0048 0.103 0.416 198.8457 1.0071
"p((22, 4))_8" 0.2454 0.0814 0.0048 0.103 0.416 198.8464 1.0071
"p((22, 4))_9" 0.2454 0.0814 0.0048 0.103 0.416 198.8466 1.0071
"p((22, 4))_10" 0.2454 0.0814 0.0048 0.103 0.416 198.8466 1.0071
