 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(0, 4)" -1.5311 0.3838 0.0226 -2.3231 -0.8335 212.4505 1.0194
"p((0, 4))_0" 0.4941 0.2245 0.0101 0.0857 0.9089 352.9249 1.0033
"p((0, 4))_1" 0.2696 0.0801 0.0044 0.1285 0.4342 245.0014 1.0092
"p((0, 4))_2" 0.2301 0.0761 0.0046 0.0811 0.3702 208.703 1.018
"p((0, 4))_3" 0.2236 0.0757 0.0046 0.0791 0.3647 206.2165 1.0188
"p((0, 4))_4" 0.2225 0.0755 0.0046 0.0783 0.3639 205.8878 1.0189
"p((0, 4))_5" 0.2223 0.0755 0.0046 0.0783 0.3638 205.8294 1.0189
"p((0, 4))_6" 0.2223 0.0755 0.0046 0.0783 0.3637 205.8186 1.0189
"p((0, 4))_7" 0.2223 0.0755 0.0046 0.0783 0.3637 205.8167 1.0189
"p((0, 4))_8" 0.2223 0.0755 0.0046 0.0783 0.3637 205.8164 1.0189
"p((0, 4))_9" 0.2223 0.0755 0.0046 0.0783 0.3637 205.8163 1.0189
"p((0, 4))_10" 0.2223 0.0755 0.0046 0.0783 0.3637 205.8163 1.0189
