 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(4, 3)" -1.0772 0.2143 0.0031 -1.5013 -0.6592 4914.5333 0.9997
"p((4, 3))_0" 0.322 0.1819 0.003 0.0245 0.6782 4332.8346 1.0004
"p((4, 3))_1" 0.322 0.0536 0.0008 0.2257 0.4314 5288.7733 1.0
"p((4, 3))_2" 0.3222 0.0546 0.0008 0.2197 0.4341 5033.4988 0.9997
"p((4, 3))_3" 0.3225 0.0577 0.0008 0.2147 0.4404 4955.5913 0.9997
"p((4, 3))_4" 0.3226 0.0584 0.0009 0.2139 0.4423 4938.4219 0.9997
"p((4, 3))_5" 0.3227 0.0586 0.0009 0.2137 0.4431 4934.3701 0.9997
"p((4, 3))_6" 0.3227 0.0586 0.0009 0.2129 0.4425 4933.3956 0.9997
"p((4, 3))_7" 0.3227 0.0587 0.0009 0.2129 0.4426 4933.1599 0.9997
"p((4, 3))_8" 0.3227 0.0587 0.0009 0.2129 0.4426 4933.1028 0.9997
"p((4, 3))_9" 0.3227 0.0587 0.0009 0.2129 0.4426 4933.0889 0.9997
"p((4, 3))_10" 0.3227 0.0587 0.0009 0.2129 0.4426 4933.0855 0.9997
