 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(2, 1)" -1.9593 0.5994 0.0077 -3.222 -0.8881 5130.3642 0.9999
"p((2, 1))_0" 0.4826 0.2223 0.0026 0.0836 0.8884 5613.9497 0.9998
"p((2, 1))_1" 0.2035 0.0953 0.0012 0.0359 0.3825 5510.981 0.9998
"p((2, 1))_2" 0.1667 0.0904 0.0011 0.0259 0.3431 5364.9872 0.9999
"p((2, 1))_3" 0.162 0.0891 0.0011 0.0258 0.3348 5334.466 1.0
"p((2, 1))_4" 0.1613 0.0888 0.0011 0.0232 0.3305 5329.6579 1.0
"p((2, 1))_5" 0.1612 0.0887 0.0011 0.0258 0.3326 5329.054 1.0
"p((2, 1))_6" 0.1611 0.0887 0.0011 0.0258 0.3325 5329.006 1.0
"p((2, 1))_7" 0.1611 0.0887 0.0011 0.0258 0.3324 5329.0108 1.0
"p((2, 1))_8" 0.1611 0.0887 0.0011 0.0258 0.3324 5329.0148 1.0
"p((2, 1))_9" 0.1611 0.0887 0.0011 0.0258 0.3324 5329.0162 1.0
"p((2, 1))_10" 0.1611 0.0887 0.0011 0.0258 0.3324 5329.0166 1.0
