 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(14, 2)" -1.6108 0.375 0.0351 -2.469 -1.0382 15.2393 1.1487
"p((14, 2))_0" 0.4728 0.1604 0.0156 0.2705 0.7897 2.8223 2.0596
"p((14, 2))_1" 0.2499 0.0784 0.0075 0.1079 0.3882 11.7157 1.2017
"p((14, 2))_2" 0.213 0.0773 0.0074 0.0776 0.321 14.2107 1.1467
"p((14, 2))_3" 0.2071 0.0768 0.0073 0.0747 0.3119 14.2233 1.1441
"p((14, 2))_4" 0.2062 0.0765 0.0073 0.074 0.3096 14.2199 1.1438
"p((14, 2))_5" 0.206 0.0765 0.0073 0.074 0.3094 14.2191 1.1437
"p((14, 2))_6" 0.206 0.0764 0.0073 0.074 0.3094 14.2188 1.1437
"p((14, 2))_7" 0.206 0.0764 0.0073 0.074 0.3094 14.2188 1.1437
"p((14, 2))_8" 0.206 0.0764 0.0073 0.074 0.3094 14.2187 1.1437
"p((14, 2))_9" 0.206 0.0764 0.0073 0.074 0.3094 14.2187 1.1437
"p((14, 2))_10" 0.206 0.0764 0.0073 0.074 0.3094 14.2187 1.1437
