 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(9, 2)" -1.0441 0.4811 0.0109 -2.0357 -0.1399 1736.5966 0.9999
"p((9, 2))_0" 0.4796 0.2261 0.0044 0.0843 0.892 2431.7297 1.0003
"p((9, 2))_1" 0.3706 0.1149 0.0027 0.1438 0.5851 1634.3362 0.9998
"p((9, 2))_2" 0.3489 0.1238 0.003 0.1255 0.5922 1564.2878 0.9998
"p((9, 2))_3" 0.3449 0.1268 0.003 0.1135 0.5903 1561.9981 0.9998
"p((9, 2))_4" 0.3441 0.1274 0.003 0.1156 0.5945 1561.5702 0.9998
"p((9, 2))_5" 0.3439 0.1276 0.003 0.1134 0.5925 1561.4434 0.9998
"p((9, 2))_6" 0.3439 0.1276 0.003 0.1134 0.5923 1561.4109 0.9998
"p((9, 2))_7" 0.3439 0.1276 0.003 0.1134 0.5923 1561.4035 0.9998
"p((9, 2))_8" 0.3439 0.1276 0.003 0.1134 0.5922 1561.402 0.9998
"p((9, 2))_9" 0.3439 0.1276 0.003 0.1134 0.5922 1561.4017 0.9998
"p((9, 2))_10" 0.3439 0.1276 0.003 0.1134 0.5922 1561.4017 0.9998
