 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(16, 3)" -1.5564 0.5007 0.0433 -2.5223 -0.7088 42.1307 1.1138
"p((16, 3))_0" 0.4968 0.2038 0.018 0.1944 0.9004 7.5284 1.2912
"p((16, 3))_1" 0.269 0.0973 0.0084 0.0958 0.4473 44.7876 1.0954
"p((16, 3))_2" 0.232 0.0979 0.0084 0.0734 0.4193 47.8247 1.0982
"p((16, 3))_3" 0.2261 0.0975 0.0084 0.0636 0.4077 47.4274 1.1016
"p((16, 3))_4" 0.2251 0.0973 0.0084 0.0611 0.4044 47.2801 1.1023
"p((16, 3))_5" 0.225 0.0972 0.0084 0.0587 0.4017 47.2517 1.1025
"p((16, 3))_6" 0.2249 0.0972 0.0084 0.0587 0.4015 47.2466 1.1025
"p((16, 3))_7" 0.2249 0.0972 0.0084 0.0587 0.4015 47.2457 1.1025
"p((16, 3))_8" 0.2249 0.0972 0.0084 0.0587 0.4015 47.2455 1.1025
"p((16, 3))_9" 0.2249 0.0972 0.0084 0.0587 0.4015 47.2455 1.1025
"p((16, 3))_10" 0.2249 0.0972 0.0084 0.0587 0.4015 47.2455 1.1025
