 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(9, 3)" -1.7159 0.5376 0.0243 -2.8675 -0.7376 464.4537 1.0031
"p((9, 3))_0" 0.5001 0.2263 0.007 0.0964 0.9018 1098.7051 1.0008
"p((9, 3))_1" 0.2438 0.1018 0.005 0.0681 0.4455 390.2283 1.003
"p((9, 3))_2" 0.204 0.0973 0.0051 0.0386 0.393 346.2462 1.0049
"p((9, 3))_3" 0.198 0.0961 0.0051 0.0373 0.3849 340.8711 1.0053
"p((9, 3))_4" 0.1971 0.0958 0.0051 0.0372 0.3836 339.6466 1.0054
"p((9, 3))_5" 0.1969 0.0957 0.0051 0.0372 0.3837 339.376 1.0054
"p((9, 3))_6" 0.1969 0.0957 0.0051 0.0404 0.3867 339.3166 1.0055
"p((9, 3))_7" 0.1969 0.0957 0.0051 0.0404 0.3866 339.3034 1.0055
"p((9, 3))_8" 0.1969 0.0957 0.0051 0.0404 0.3866 339.3004 1.0055
"p((9, 3))_9" 0.1969 0.0957 0.0051 0.0404 0.3866 339.2997 1.0055
"p((9, 3))_10" 0.1969 0.0957 0.0051 0.0404 0.3866 339.2996 1.0055
