 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(1, 3)" -0.8966 0.2778 0.0083 -1.4191 -0.3157 1025.3763 1.0003
"p((1, 3))_0" 0.4274 0.21 0.0047 0.0578 0.8114 1732.853 0.9997
"p((1, 3))_1" 0.3873 0.0718 0.0019 0.2533 0.5276 1406.5536 1.0001
"p((1, 3))_2" 0.3785 0.0768 0.0024 0.2395 0.5409 1001.5448 1.0003
"p((1, 3))_3" 0.3768 0.0809 0.0025 0.2244 0.5443 963.1348 1.0003
"p((1, 3))_4" 0.3765 0.082 0.0025 0.2224 0.5466 955.3849 1.0003
"p((1, 3))_5" 0.3765 0.0822 0.0026 0.2225 0.5474 953.4723 1.0003
"p((1, 3))_6" 0.3765 0.0823 0.0026 0.2224 0.5475 952.9887 1.0003
"p((1, 3))_7" 0.3765 0.0823 0.0026 0.2224 0.5475 952.8673 1.0003
"p((1, 3))_8" 0.3765 0.0823 0.0026 0.2224 0.5476 952.8371 1.0003
"p((1, 3))_9" 0.3765 0.0823 0.0026 0.2224 0.5476 952.8297 1.0003
"p((1, 3))_10" 0.3765 0.0823 0.0026 0.2224 0.5476 952.8278 1.0003
