 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(8, 3)" -1.4125 0.2482 0.0045 -1.9171 -0.9454 2688.4246 1.0005
"p((8, 3))_0" 0.5075 0.214 0.0041 0.1141 0.9027 2911.8647 0.9998
"p((8, 3))_1" 0.2917 0.0596 0.0011 0.1771 0.4079 3380.6566 1.0003
"p((8, 3))_2" 0.2498 0.0537 0.001 0.1462 0.3518 2662.9409 1.0006
"p((8, 3))_3" 0.2424 0.0543 0.001 0.1367 0.3438 2525.4323 1.0006
"p((8, 3))_4" 0.2411 0.0543 0.001 0.1375 0.3443 2499.4775 1.0006
"p((8, 3))_5" 0.2408 0.0543 0.001 0.1382 0.3449 2494.298 1.0006
"p((8, 3))_6" 0.2408 0.0543 0.001 0.1382 0.3447 2493.2674 1.0006
"p((8, 3))_7" 0.2408 0.0543 0.001 0.1382 0.3447 2493.0637 1.0006
"p((8, 3))_8" 0.2408 0.0543 0.001 0.1382 0.3447 2493.0236 1.0006
"p((8, 3))_9" 0.2408 0.0543 0.001 0.1382 0.3447 2493.0157 1.0006
"p((8, 3))_10" 0.2408 0.0543 0.001 0.1382 0.3447 2493.0141 1.0006
