 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(4, 4)" -1.1217 0.4264 0.0136 -1.9597 -0.2635 961.8874 1.0042
"p((4, 4))_0" 0.4735 0.221 0.0049 0.0741 0.8752 1807.0824 1.0023
"p((4, 4))_1" 0.3507 0.1023 0.0033 0.1561 0.5577 889.7581 1.0073
"p((4, 4))_2" 0.3261 0.1077 0.0036 0.1293 0.5453 853.1846 1.0058
"p((4, 4))_3" 0.3214 0.1099 0.0037 0.1253 0.5467 856.7811 1.0053
"p((4, 4))_4" 0.3206 0.1104 0.0037 0.1208 0.5436 857.7377 1.0052
"p((4, 4))_5" 0.3204 0.1105 0.0037 0.1209 0.5439 857.9142 1.0051
"p((4, 4))_6" 0.3203 0.1105 0.0037 0.1209 0.5439 857.9467 1.0051
"p((4, 4))_7" 0.3203 0.1105 0.0037 0.1207 0.5437 857.9531 1.0051
"p((4, 4))_8" 0.3203 0.1105 0.0037 0.1207 0.5437 857.9545 1.0051
"p((4, 4))_9" 0.3203 0.1105 0.0037 0.1207 0.5437 857.9548 1.0051
"p((4, 4))_10" 0.3203 0.1105 0.0037 0.1207 0.5437 857.9548 1.0051
