 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(14, 4)" -1.2875 0.4163 0.0088 -2.1426 -0.4953 1954.5624 1.0004
"p((14, 4))_0" 0.4791 0.2233 0.0044 0.0611 0.8719 2462.3732 1.0006
"p((14, 4))_1" 0.3164 0.0957 0.0022 0.1326 0.5028 1773.542 1.001
"p((14, 4))_2" 0.2851 0.0975 0.0022 0.1078 0.4785 1725.5859 1.0006
"p((14, 4))_3" 0.2795 0.0988 0.0022 0.0996 0.4718 1731.7281 1.0005
"p((14, 4))_4" 0.2784 0.099 0.0022 0.0989 0.4711 1733.352 1.0005
"p((14, 4))_5" 0.2782 0.099 0.0022 0.099 0.4712 1733.8048 1.0005
"p((14, 4))_6" 0.2782 0.099 0.0022 0.099 0.4713 1733.9375 1.0005
"p((14, 4))_7" 0.2782 0.099 0.0022 0.0984 0.4707 1733.9758 1.0005
"p((14, 4))_8" 0.2782 0.099 0.0022 0.0984 0.4707 1733.9866 1.0005
"p((14, 4))_9" 0.2782 0.099 0.0022 0.0984 0.4707 1733.9895 1.0005
"p((14, 4))_10" 0.2782 0.099 0.0022 0.0984 0.4707 1733.9903 1.0005
