 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(10, 4)" -1.7291 0.523 0.0397 -2.7401 -0.6961 82.5054 1.0083
"p((10, 4))_0" 0.5168 0.1881 0.0139 0.155 0.8504 53.8191 1.0207
"p((10, 4))_1" 0.2425 0.0936 0.0071 0.0751 0.4198 95.9613 1.0083
"p((10, 4))_2" 0.2009 0.0933 0.0073 0.0466 0.3896 62.3711 1.0123
"p((10, 4))_3" 0.1948 0.0928 0.0073 0.0482 0.389 57.277 1.0132
"p((10, 4))_4" 0.1938 0.0925 0.0073 0.0481 0.3879 56.3645 1.0134
"p((10, 4))_5" 0.1937 0.0925 0.0073 0.0481 0.3876 56.1903 1.0134
"p((10, 4))_6" 0.1937 0.0924 0.0073 0.0481 0.3877 56.1568 1.0135
"p((10, 4))_7" 0.1937 0.0924 0.0073 0.0481 0.3876 56.1503 1.0135
"p((10, 4))_8" 0.1937 0.0924 0.0073 0.0481 0.3876 56.149 1.0135
"p((10, 4))_9" 0.1937 0.0924 0.0073 0.0481 0.3876 56.1487 1.0135
"p((10, 4))_10" 0.1937 0.0924 0.0073 0.0481 0.3876 56.1487 1.0135
