 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(1, 2)" -0.8972 0.3141 0.0051 -1.5143 -0.2948 3834.8143 1.0
"p((1, 2))_0" 0.4407 0.2137 0.0031 0.0523 0.8272 4532.9133 0.9998
"p((1, 2))_1" 0.3907 0.0774 0.0011 0.2497 0.5492 4608.8173 1.0003
"p((1, 2))_2" 0.38 0.0859 0.0014 0.2191 0.549 3829.9045 1.0001
"p((1, 2))_3" 0.378 0.0905 0.0015 0.206 0.5522 3723.1343 1.0
"p((1, 2))_4" 0.3776 0.0916 0.0015 0.2043 0.5532 3700.4642 1.0
"p((1, 2))_5" 0.3775 0.0918 0.0015 0.2035 0.5533 3694.9916 1.0
"p((1, 2))_6" 0.3775 0.0919 0.0015 0.2052 0.5552 3693.6479 1.0
"p((1, 2))_7" 0.3775 0.0919 0.0015 0.2052 0.5553 3693.3188 1.0
"p((1, 2))_8" 0.3775 0.0919 0.0015 0.2052 0.5553 3693.2386 1.0
"p((1, 2))_9" 0.3775 0.0919 0.0015 0.2052 0.5553 3693.219 1.0
"p((1, 2))_10" 0.3775 0.0919 0.0015 0.2052 0.5553 3693.2143 1.0
