 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(10, 1)" -1.6776 0.5315 0.0141 -2.7372 -0.6696 1330.0789 1.0004
"p((10, 1))_0" 0.4835 0.2206 0.0055 0.0839 0.8933 1853.2695 1.0007
"p((10, 1))_1" 0.2469 0.0982 0.0028 0.0758 0.4437 1166.1922 1.0001
"p((10, 1))_2" 0.21 0.0961 0.0029 0.0518 0.4044 1062.4457 1.0005
"p((10, 1))_3" 0.2045 0.0956 0.0029 0.051 0.401 1045.7635 1.0005
"p((10, 1))_4" 0.2036 0.0954 0.0029 0.0509 0.4001 1042.4775 1.0005
"p((10, 1))_5" 0.2035 0.0953 0.0029 0.0515 0.4006 1041.8568 1.0006
"p((10, 1))_6" 0.2034 0.0953 0.0029 0.0509 0.3998 1041.7423 1.0006
"p((10, 1))_7" 0.2034 0.0953 0.0029 0.0509 0.3998 1041.7214 1.0006
"p((10, 1))_8" 0.2034 0.0953 0.0029 0.0509 0.3997 1041.7175 1.0006
"p((10, 1))_9" 0.2034 0.0953 0.0029 0.0509 0.3997 1041.7168 1.0006
"p((10, 1))_10" 0.2034 0.0953 0.0029 0.0509 0.3997 1041.7167 1.0006
