 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(18, 3)" -1.5346 0.3681 0.0193 -2.2753 -0.8257 338.9976 1.0035
"p((18, 3))_0" 0.4869 0.2203 0.0113 0.1098 0.9047 273.9915 1.0025
"p((18, 3))_1" 0.2676 0.08 0.0044 0.1131 0.42 289.9465 1.0042
"p((18, 3))_2" 0.2286 0.0737 0.004 0.0884 0.3706 315.6564 1.0034
"p((18, 3))_3" 0.2221 0.0729 0.0039 0.0866 0.3655 319.7679 1.0032
"p((18, 3))_4" 0.221 0.0726 0.0039 0.0867 0.3642 320.6698 1.0032
"p((18, 3))_5" 0.2208 0.0725 0.0039 0.0866 0.3641 320.8951 1.0032
"p((18, 3))_6" 0.2207 0.0725 0.0039 0.0857 0.363 320.9518 1.0032
"p((18, 3))_7" 0.2207 0.0725 0.0039 0.0857 0.363 320.9659 1.0032
"p((18, 3))_8" 0.2207 0.0725 0.0039 0.0857 0.363 320.9693 1.0032
"p((18, 3))_9" 0.2207 0.0725 0.0039 0.0857 0.363 320.9702 1.0032
"p((18, 3))_10" 0.2207 0.0725 0.0039 0.0857 0.363 320.9704 1.0032
