 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
"sdy_(20, 4)" -1.8105 0.4398 0.0298 -2.6415 -0.9224 129.8751 1.0153
"p((20, 4))_0" 0.4867 0.2167 0.0194 0.0445 0.8317 13.4528 1.179
"p((20, 4))_1" 0.2199 0.0748 0.0052 0.0767 0.3593 126.5059 1.0087
"p((20, 4))_2" 0.1806 0.0709 0.005 0.0556 0.3239 129.9343 1.0114
"p((20, 4))_3" 0.1752 0.0703 0.005 0.0538 0.319 107.6868 1.017
"p((20, 4))_4" 0.1744 0.0701 0.005 0.0528 0.3176 103.9981 1.018
"p((20, 4))_5" 0.1743 0.0701 0.005 0.0528 0.3176 103.3102 1.0182
"p((20, 4))_6" 0.1743 0.0701 0.005 0.0502 0.315 103.1786 1.0182
"p((20, 4))_7" 0.1743 0.0701 0.005 0.0502 0.315 103.1525 1.0182
"p((20, 4))_8" 0.1743 0.0701 0.005 0.0502 0.315 103.1473 1.0182
"p((20, 4))_9" 0.1743 0.0701 0.005 0.0502 0.315 103.1462 1.0182
"p((20, 4))_10" 0.1743 0.0701 0.005 0.0502 0.315 103.146 1.0182
