 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -2.5348 1.0951 0.0219 -4.5342 -0.3519 2286.1765 1.0002
w_n_t_1 1.6186 0.5909 0.0109 0.466 2.7519 2702.3979 0.9998
w_a_t_1 3.9018 0.6404 0.0124 2.7046 5.1687 2936.0951 1.0023
w_d_t_1 -7.2614 1008.1699 16.2006 -2055.6384 1819.115 3413.6502 1.0
w_c_t_1 3.6153 2.2336 0.0546 -0.8937 7.7652 1768.9017 1.0015
y_c_t_1 -2.4878 1.8999 0.0397 -6.0479 1.3838 2469.2665 1.0014
Node 0.0507 0.4427 0.0095 -0.8064 0.9325 2337.8004 0.9998
Under_Supply -3.8488 1.7056 0.044 -7.1529 -0.5004 1506.5577 0.9999
Flow 0.5181 1.8799 0.0459 -3.2692 3.9863 1655.5814 0.9998
Arc -0.0817 0.3407 0.0064 -0.7852 0.5547 2500.5317 0.9997
