 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -4.6422 1.6243 0.0351 -7.6884 -1.3504 2150.1046 0.9999
w_n_t_1 0.3611 0.6841 0.0143 -0.9742 1.6934 2853.0665 1.0006
w_a_t_1 1.0746 0.6788 0.0139 -0.1476 2.4629 2601.6128 0.9999
w_d_t_1 -3.8775 1.1513 0.0206 -6.1169 -1.6496 3511.8637 1.0
w_c_t_1 1.6908 2.518 0.0625 -2.7777 7.1091 1653.111 1.0
y_c_t_1 2.1925 2.4045 0.0536 -2.6028 6.8222 2075.8286 0.9997
Node -0.9517 0.9917 0.0187 -2.9648 0.9314 2408.9849 0.9997
Under_Supply -6.1355 2.2695 0.0671 -10.5075 -1.7691 1126.8861 1.0012
Flow 2.1982 3.1157 0.0896 -3.7582 8.2181 1166.207 1.0006
Arc -0.4267 0.5111 0.01 -1.3833 0.6239 2797.6186 0.9997
