 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -8.5283 1.7717 0.0462 -12.318 -5.2648 1394.3446 0.9998
w_n_t_1 0.5763 0.7157 0.0161 -0.8113 1.9402 2054.6272 0.9997
w_a_t_1 3.6471 0.7043 0.0133 2.3295 5.0429 2394.9892 1.0001
w_d_t_1 13.451 1027.8092 22.3021 -1939.9898 1997.6174 2323.6654 0.9999
w_c_t_1 7.4685 3.5124 0.0977 0.7242 14.5029 1080.0623 1.0002
y_c_t_1 0.1368 3.0173 0.0708 -5.7675 6.1224 1412.7498 0.9998
Node 0.0203 0.7971 0.0188 -1.5407 1.548 1617.7332 1.0
Under_Supply 0.122 1.4973 0.0474 -2.7466 3.0547 1022.4438 1.0003
Flow -4.6889 1.9234 0.0574 -8.3111 -0.7948 1099.5694 0.9999
Arc -0.4171 0.464 0.0104 -1.3616 0.4569 2124.4767 0.9997
