 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -3.688 0.9344 0.02 -5.4896 -1.8469 2337.4232 0.9998
w_n_t_1 0.7344 0.3061 0.0046 0.1301 1.3288 3493.7569 0.9997
w_a_t_1 1.2992 0.2635 0.0046 0.8199 1.8227 3189.1966 1.0006
w_d_t_1 -31.3295 1002.3326 15.985 -1991.2703 1932.2313 4087.8515 1.0001
w_c_t_1 0.9505 1.7514 0.0424 -2.5245 4.2399 1900.8567 1.0
y_c_t_1 1.9078 1.7316 0.0354 -1.5701 5.4138 2390.4392 1.0008
Node -0.1745 0.3963 0.0087 -0.9218 0.6267 1858.2058 0.9997
Under_Supply -2.0536 1.2864 0.0304 -4.58 0.4082 1607.7749 1.0
Flow 0.9442 1.6457 0.0368 -1.9462 4.33 1758.5011 0.9999
Arc -0.3487 0.3226 0.006 -0.9883 0.2724 2765.5276 1.0002
