 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -34.7048 11.851 0.3544 -59.3619 -12.8021 1060.7694 1.0
w_n_t_1 0.4378 2.454 0.0579 -4.3167 5.3032 1852.177 0.9999
w_a_t_1 0.3041 3.193 0.0851 -5.9389 6.4339 1450.7724 1.0
w_d_t_1 12.8826 1009.7329 19.9464 -1964.9124 1926.5985 2686.1498 1.0001
w_c_t_1 24.9783 14.2088 0.4392 -1.8998 52.8718 1108.0907 0.9999
y_c_t_1 17.8507 10.8739 0.289 -3.8435 37.6461 1427.427 0.9997
Node 2.1413 2.9027 0.0798 -3.0371 8.3013 1334.1212 0.9997
Under_Supply -24.5973 12.4551 0.2776 -49.3886 -2.0553 1704.3976 0.9998
Flow -9.4673 8.7764 0.2371 -26.5993 7.3732 1325.1515 0.9997
Arc 1.4435 1.398 0.0311 -1.2428 4.1737 2022.624 0.9998
