 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -953.3037 620.5284 59.2763 -2091.299 -30.3708 14.8785 1.0425
w_n_t_1 917.9448 620.9974 59.3051 -11.0533 2055.0318 14.8853 1.0414
w_a_t_1 0.9982 1.3224 0.1198 -1.7743 3.5257 34.956 1.0057
w_d_t_1 77.4281 1128.9558 91.5337 -2181.5327 2086.2853 53.962 1.0234
w_c_t_1 28.1278 9.6385 0.7427 9.362 47.1248 71.8029 1.0128
y_c_t_1 14.6327 9.3238 0.7724 -3.0623 34.8994 47.6179 0.9997
Node 3.0164 2.2264 0.183 -1.3055 6.9499 18.0502 1.0894
Under_Supply -11.4758 5.9469 0.4757 -23.709 -0.6073 37.3565 1.0467
Flow -9.3685 4.1889 0.4024 -16.7189 -1.7404 15.0035 1.0759
Arc 0.2228 0.9898 0.0852 -1.6414 2.1623 33.6606 1.0753
