 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -0.8705 0.8788 0.0177 -2.6655 0.7748 2629.3711 0.9997
w_n_t_1 2.0115 0.6306 0.0106 0.8459 3.3135 3202.6476 0.9997
w_a_t_1 2.758 0.5861 0.0094 1.6683 3.9426 3015.9985 0.9997
w_d_t_1 -1.179 1028.779 16.2197 -1943.0788 2068.6937 4497.6116 0.9997
w_c_t_1 -0.977 1.791 0.0365 -4.2456 2.6661 2380.5807 1.0011
y_c_t_1 -1.7559 1.7251 0.0373 -5.13 1.4282 2341.1852 1.0015
Node 0.0131 0.5498 0.0097 -1.0361 1.1065 3395.5584 0.9997
Under_Supply -3.248 1.2883 0.0294 -5.7484 -0.7949 2036.614 0.9997
Flow -1.5278 1.6949 0.0381 -4.6585 1.9302 2106.6333 0.9997
Arc 0.3342 0.3261 0.0059 -0.2891 0.9618 3503.0748 0.9997
