 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -12.3496 6.6745 0.1814 -24.8103 0.6831 1071.1616 1.0027
w_n_t_1 6.8541 3.9829 0.114 -0.3406 14.8275 1173.3762 1.0012
w_a_t_1 4.8837 3.1102 0.0731 -0.9317 10.8835 1490.8426 1.0003
w_d_t_1 8.2164 1022.3198 21.3325 -1941.9867 2024.4823 1834.9582 0.9997
w_c_t_1 -0.3031 8.9024 0.2282 -17.3597 16.6915 1146.9982 1.0006
y_c_t_1 -1.7185 8.6988 0.2292 -17.6438 15.6382 1332.3114 0.9997
Node 2.27 2.4238 0.0706 -2.7159 6.8032 1240.8747 1.0008
Under_Supply -1.074 5.3459 0.1435 -11.4472 9.0346 1100.7405 1.0029
Flow -3.878 6.4982 0.1872 -16.2099 8.7305 1113.7982 1.0003
Arc -0.7418 1.4534 0.039 -3.7213 1.9219 1410.1069 1.0021
