 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept 55.3791 1264.2789 99.7961 -2838.2961 2366.2599 68.3967 0.9997
w_n_t_1 584.0978 615.7936 42.3667 -411.3368 1877.3939 107.3175 1.008
w_a_t_1 87.8348 1090.3209 81.3126 -2095.0365 1996.925 78.7316 1.0065
w_d_t_1 36.0815 918.4379 58.5453 -1934.655 1573.6161 148.017 1.0099
w_c_t_1 -20.544 629.6019 52.1146 -1205.5269 1245.3264 38.8577 1.0043
y_c_t_1 -1019.5908 390.0611 33.0053 -1707.4603 -247.5214 38.8099 1.0026
Node -332.5992 135.0396 11.3914 -595.918 -109.753 41.9634 0.9997
Under_Supply -1833.1155 535.3403 38.7045 -2917.6828 -795.3622 118.519 1.0001
Flow 622.0169 263.3731 22.5227 198.1891 1157.3283 43.9531 1.0335
Arc -1103.6643 594.287 47.0216 -2273.273 -151.4242 80.05 1.0176
