 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -19.7298 8.2939 0.3542 -35.1485 -2.617 478.7479 0.9998
w_n_t_1 0.0954 1.3115 0.0378 -2.3703 2.7893 981.0502 0.9997
w_a_t_1 1.8773 1.2718 0.0332 -0.7277 4.2409 1208.9105 0.9999
w_d_t_1 -810.7921 586.9896 26.6089 -1917.3415 -4.0955 432.2967 0.9998
w_c_t_1 10.0766 6.909 0.2553 -3.5048 23.5068 628.6158 0.9997
y_c_t_1 6.5354 4.8337 0.1843 -2.1837 16.3463 638.9245 0.9998
Node 9.2298 2.9353 0.1001 3.7659 15.1552 706.1402 0.9999
Under_Supply -46.8925 9.5523 0.3431 -66.2097 -29.644 643.0518 0.9997
Flow 5.1327 5.5077 0.1944 -5.7242 16.2556 693.0539 0.9998
Arc 3.2504 1.1809 0.0372 0.8976 5.4786 865.8956 0.9997
