 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept 7.045 2.2997 0.0556 2.6561 11.6398 1625.0244 1.0001
w_n_t_1 3.3379 0.8874 0.0205 1.6131 5.1099 1820.3814 1.0031
w_a_t_1 3.4919 0.8469 0.0185 1.8202 5.1331 2215.3026 1.0001
w_d_t_1 -2.6976 0.4509 0.0101 -3.5943 -1.809 2025.8928 1.0005
w_c_t_1 -4.0192 1.726 0.043 -7.4343 -0.7194 1550.6927 1.0034
y_c_t_1 -1.5997 1.5974 0.0339 -4.6675 1.4872 2337.2954 0.9997
Node -1.1223 0.6452 0.0147 -2.3928 0.1904 1904.7545 1.0009
Under_Supply -7.192 2.4967 0.0617 -12.3647 -2.627 1429.1919 0.9997
Flow 0.2939 2.4398 0.059 -4.2443 5.3564 1787.5205 0.9997
Arc 1.3046 0.5767 0.0116 0.2532 2.483 2704.0242 1.001
