 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -1.9058 2.1631 0.0581 -6.2488 2.2645 1491.0371 1.0004
w_n_t_1 1.3952 0.9948 0.0189 -0.5548 3.2677 2380.6847 1.0005
w_a_t_1 2.2991 0.7659 0.0167 0.8845 3.9084 2397.3218 1.0021
w_d_t_1 18.3786 1006.3411 16.3115 -1699.1459 2223.3545 3369.7953 0.9997
w_c_t_1 -1.9843 2.7895 0.0729 -7.6635 3.1877 1655.8914 0.9998
y_c_t_1 -1.337 2.7099 0.0615 -6.4648 4.0136 1971.0149 0.9997
Node 1.0629 1.2241 0.0274 -1.1911 3.6041 1686.8716 1.0
Under_Supply -8.7766 2.6436 0.0772 -14.4809 -4.1446 1273.1997 0.9999
Flow 0.9201 3.0637 0.0794 -5.1354 6.9472 1489.1254 1.0001
Arc 0.7671 0.5729 0.0113 -0.3924 1.8639 2207.4773 1.0
