 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -1.7972 1.0064 0.0203 -3.7027 0.2001 2184.7853 0.9997
w_n_t_1 1.2865 0.538 0.0097 0.2357 2.3213 3151.7976 0.9998
w_a_t_1 1.8973 0.5644 0.0085 0.7336 2.9422 3986.7158 1.0
w_d_t_1 16.323 984.2482 16.6486 -1731.0354 2032.6251 4874.5169 0.9997
w_c_t_1 1.9272 1.9572 0.0423 -1.9187 5.7288 2012.0501 0.9999
y_c_t_1 -2.8415 1.7207 0.0338 -6.3572 0.3713 2375.472 1.0004
Node 0.2262 0.5865 0.0094 -0.9064 1.3933 2745.2818 0.9998
Under_Supply -5.1652 1.5833 0.0352 -8.3855 -2.1888 1737.281 1.0001
Flow 1.0433 2.0856 0.0455 -2.8602 5.2052 1829.4378 1.0004
Arc 0.0632 0.3652 0.0063 -0.6517 0.7677 3122.7303 0.9998
