 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -40.0156 16.6107 0.4851 -71.4996 -7.9268 1126.4267 0.9997
w_n_t_1 6.4269 4.4838 0.1067 -2.9349 14.6638 1699.3795 0.9999
w_a_t_1 0.7048 3.4114 0.0711 -6.2329 7.0556 2068.1474 0.9997
w_d_t_1 7.6457 972.2554 19.4933 -1963.4083 1833.4924 2318.5521 0.9998
w_c_t_1 17.6007 17.2623 0.4749 -14.0016 54.9782 1186.7535 0.9997
y_c_t_1 20.755 11.3343 0.2337 -1.568 42.2047 1854.2375 0.9998
Node 0.6151 4.4502 0.1187 -7.9022 9.2359 1393.3137 0.9997
Under_Supply -96.204 29.3799 0.79 -151.4993 -40.3545 1491.4551 1.0006
Flow 8.9884 10.8718 0.2786 -10.8667 31.5184 1465.9427 1.0003
Arc -2.3066 1.782 0.0434 -5.7992 1.197 1704.1714 0.9997
