 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -6.9654 1.1544 0.0255 -9.2986 -4.7871 2278.5803 0.9997
w_n_t_1 3.2401 0.5742 0.0112 2.1553 4.3652 2519.212 0.9999
w_a_t_1 2.6485 0.4692 0.0093 1.7449 3.5702 2941.629 0.9997
w_d_t_1 26.7271 1012.9181 22.9465 -1773.4529 2237.7098 2298.9369 0.9997
w_c_t_1 4.1531 1.4464 0.0312 1.4755 7.2255 2518.3474 0.9998
y_c_t_1 3.902 1.1884 0.0202 1.6281 6.2542 2605.7562 0.9998
Node -0.102 0.4705 0.0096 -0.9965 0.7927 2930.7862 1.001
Under_Supply -1.4927 1.2524 0.0283 -3.9918 0.862 2182.5725 1.0002
Flow -3.5994 1.5946 0.0352 -6.856 -0.6077 2244.2614 1.0
Arc -0.2943 0.3421 0.0066 -0.9323 0.4009 2878.6557 1.0001
