 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -0.2895 7.1817 0.2026 -14.3801 13.5497 1164.7115 0.9997
w_n_t_1 4.5501 2.8168 0.0566 -0.3946 10.5676 2267.009 0.9997
w_a_t_1 3.2719 1.75 0.0374 -0.2291 6.5545 2057.3896 1.0005
w_d_t_1 -0.536 972.2661 14.9094 -1742.1252 2052.8911 3376.7213 1.0002
w_c_t_1 -16.2426 11.186 0.3468 -39.452 3.6849 1094.977 0.9999
y_c_t_1 8.02 8.4745 0.218 -8.983 24.2059 1481.6553 0.9999
Node 1.9902 2.4535 0.0611 -3.1272 6.459 1699.0529 1.0036
Under_Supply -11.0407 6.4082 0.1926 -23.7825 0.7941 1122.8265 0.9998
Flow -3.5681 5.7839 0.149 -15.3479 7.4033 1459.1189 1.0009
Arc -0.7427 1.2183 0.0266 -3.1371 1.5549 2286.6013 1.0005
