 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -1.2544 5.2501 0.1381 -10.9856 9.4442 1350.966 1.0002
w_n_t_1 2.1355 1.9097 0.0401 -1.3052 6.0501 2429.1891 1.0
w_a_t_1 5.7256 1.8468 0.0368 2.2553 9.4925 2246.9384 0.9999
w_d_t_1 18.8995 1006.44 19.6781 -1766.4756 2185.7058 2696.0156 0.9999
w_c_t_1 8.5853 7.172 0.1851 -4.8414 22.6647 1572.2473 0.9997
y_c_t_1 -17.2123 6.52 0.1532 -29.9694 -4.218 1778.0829 0.9999
Node 3.2294 2.5697 0.0622 -1.9903 8.0125 1635.9829 0.9999
Under_Supply -4.4427 4.6368 0.1248 -13.4504 4.2691 1329.8123 0.9998
Flow -7.9633 5.4341 0.139 -18.3893 3.0698 1536.1158 0.9997
Arc 0.2141 1.2904 0.0304 -2.3655 2.7294 1969.7873 0.9998
