 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -933.1812 619.0103 47.9207 -2166.6563 -46.0035 92.8254 1.0026
w_n_t_1 674.652 618.9947 47.9164 -222.3093 1916.2487 95.8961 0.9999
w_a_t_1 -22.6773 9.8534 0.682 -43.2891 -5.5451 78.9349 1.0465
w_d_t_1 -80.1122 994.4571 57.322 -1901.4379 2126.0006 196.4307 0.9997
w_c_t_1 41.0115 36.3365 1.9984 -33.7067 109.8557 171.3488 1.0225
y_c_t_1 239.5044 90.4298 6.6118 89.1636 421.5678 66.891 1.0593
Node 33.8574 17.7811 1.2606 -0.6263 67.0841 96.7846 1.0312
Under_Supply -577.6822 179.5611 12.9644 -958.9003 -287.6978 62.5036 1.0419
Flow 53.8489 35.7539 2.1671 -2.2063 129.4422 178.9505 1.0001
Arc 6.1352 5.5059 0.3764 -3.9924 16.4984 86.8028 1.0488
