 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -14.254 3.1479 0.0814 -20.7824 -8.3118 1469.2667 1.0
w_n_t_1 1.9243 0.877 0.0193 0.2093 3.6046 1984.8172 0.9997
w_a_t_1 1.1706 0.8489 0.0161 -0.465 2.8264 2407.265 0.9997
w_d_t_1 -19.5926 978.5905 19.7838 -2011.7967 1748.4734 2570.9555 1.0002
w_c_t_1 12.6567 4.7399 0.1212 3.7911 22.3653 1512.8819 0.9997
y_c_t_1 2.5896 3.5267 0.0794 -4.0693 9.5259 1851.9114 1.0001
Node 0.2157 1.1061 0.0232 -1.8904 2.37 1731.5331 1.0003
Under_Supply -2.7805 2.6418 0.0625 -7.9227 2.521 1627.8274 1.0003
Flow -4.3668 3.5448 0.0771 -11.0515 2.6063 1604.4436 0.9997
Arc 1.0798 0.6507 0.0121 -0.1334 2.405 2030.409 0.9997
