 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -5.3733 2.1471 0.0608 -9.5763 -1.3732 1130.8263 1.001
w_n_t_1 1.3654 0.8585 0.0179 -0.2263 3.1339 2429.1175 0.9997
w_a_t_1 3.4117 0.8638 0.0171 1.7155 5.0722 2612.5902 1.0009
w_d_t_1 8.7105 993.5425 17.9222 -1995.7627 1858.1298 2813.2728 1.0
w_c_t_1 1.7296 3.6918 0.0996 -5.2283 8.8061 1252.5299 0.9999
y_c_t_1 -1.3731 3.1827 0.0694 -7.643 4.7899 1507.6971 1.0003
Node 0.3809 0.9087 0.0247 -1.345 2.2045 1323.706 0.9999
Under_Supply -0.1011 1.9748 0.064 -4.0356 3.4916 835.4708 1.0009
Flow -3.9549 2.4906 0.0763 -8.5739 0.91 978.2226 1.0001
Arc 0.9947 0.5192 0.0129 -0.0264 2.0478 1554.8548 0.9997
