 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -2.5681 1.1709 0.0235 -4.9783 -0.3621 2305.6521 1.0004
w_n_t_1 2.8505 0.6699 0.0137 1.6195 4.2212 3147.1792 0.9997
w_a_t_1 4.8748 0.6528 0.0109 3.7061 6.1779 3121.2401 0.9997
w_d_t_1 -10.6125 998.3874 15.3244 -1935.3189 2041.1908 3899.3611 0.9997
w_c_t_1 2.3262 2.4495 0.0596 -2.4755 6.9553 1868.8503 1.0006
y_c_t_1 -5.172 2.4605 0.0532 -9.9687 -0.1412 2205.8012 0.9997
Node -0.0218 0.4804 0.0097 -1.0006 0.8935 2273.6307 0.9999
Under_Supply -2.1838 1.3559 0.0353 -4.8048 0.4182 1401.9741 1.0012
Flow -2.061 1.7111 0.0383 -5.1824 1.3915 1639.0744 1.0008
Arc -0.2996 0.3848 0.0067 -1.105 0.4118 3601.3892 0.9997
