 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -4.2538 7.045 0.1911 -17.8564 9.9903 1140.2895 1.0003
w_n_t_1 -1.4003 1.5857 0.0284 -4.6746 1.5696 2481.6408 0.9997
w_a_t_1 2.2671 1.4495 0.0282 -0.4993 5.1806 2249.7051 1.0003
w_d_t_1 3.976 971.0384 22.0594 -1925.2959 1884.129 1929.2113 1.0004
w_c_t_1 8.7439 8.981 0.236 -8.271 27.2114 1254.3389 1.0
y_c_t_1 -6.9138 6.3598 0.1416 -18.8705 5.5755 1724.8831 0.9998
Node 7.2411 2.5994 0.0594 2.0152 12.182 1530.1407 1.0029
Under_Supply -13.02 6.2611 0.1675 -26.0941 -2.0772 1165.3965 0.9998
Flow -6.5416 5.2417 0.1237 -16.7827 3.6916 1689.7767 1.0022
Arc 2.3775 0.965 0.0203 0.4997 4.1972 1739.7704 1.0014
