 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -10.2133 1.891 0.0371 -13.7109 -6.399 2128.2403 1.0004
w_n_t_1 1.0165 0.6863 0.0146 -0.2717 2.3931 2149.6647 1.0003
w_a_t_1 1.2704 0.607 0.0149 0.0909 2.4632 1775.8174 1.0026
w_d_t_1 -1.5496 0.6684 0.0166 -2.8431 -0.3128 1918.3892 1.0001
w_c_t_1 10.9028 3.5187 0.0749 4.2056 17.6443 1775.8316 1.0008
y_c_t_1 -1.0168 3.0111 0.0674 -6.6633 5.1775 1931.721 1.0021
Node -0.9469 0.8059 0.0201 -2.4083 0.7682 1819.5676 1.0003
Under_Supply -2.9435 1.9325 0.0564 -6.9089 0.7152 1292.2886 1.0005
Flow -0.5274 2.6848 0.0834 -5.41 4.9386 1134.496 1.0007
Arc 0.5329 0.4537 0.0078 -0.4019 1.3638 2917.736 0.9997
