 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -2.9383 0.953 0.0207 -4.7967 -1.1166 2117.1866 0.9998
w_n_t_1 1.8812 0.6434 0.0122 0.6733 3.1704 2910.0259 0.9999
w_a_t_1 2.4848 0.6179 0.0106 1.2869 3.7084 2869.2333 0.9999
w_d_t_1 -16.9833 996.4046 16.5282 -1987.382 1896.9102 3448.6286 0.9999
w_c_t_1 1.5301 2.0563 0.0563 -2.1129 6.0673 1560.0164 1.0
y_c_t_1 -1.2795 1.9564 0.0499 -4.9465 2.7922 1603.4856 0.9997
Node 0.4719 0.3895 0.0078 -0.3043 1.2119 2197.0069 1.0023
Under_Supply -1.4119 1.3978 0.0362 -4.2173 1.2405 1559.406 1.0019
Flow 0.0331 1.758 0.0452 -3.0536 3.8349 1460.4932 1.0022
Arc -0.1397 0.3101 0.0048 -0.7423 0.4755 3391.9481 1.0
