 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -3.7859 0.9089 0.0173 -5.5328 -1.9278 2207.6786 1.0011
w_n_t_1 1.4802 0.6922 0.0145 0.1793 2.905 2611.3179 0.9998
w_a_t_1 2.47 0.6834 0.0132 1.0754 3.7532 2911.2682 0.9997
w_d_t_1 -1.1531 0.3288 0.0062 -1.7971 -0.538 2753.6826 0.9997
w_c_t_1 4.2224 1.6604 0.0375 0.9893 7.4651 1838.6982 1.0005
y_c_t_1 3.4542 1.4508 0.0309 0.7196 6.3674 2367.1113 0.9998
Node -0.3889 0.4812 0.0104 -1.2885 0.5859 1970.2461 1.0021
Under_Supply -6.4455 2.1084 0.0524 -10.9078 -2.6038 1527.3802 1.0015
Flow 1.2048 2.2263 0.057 -3.0835 5.6147 1568.8661 1.0018
Arc 0.3948 0.355 0.0062 -0.299 1.0807 3033.8434 0.9999
