 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -9.4865 6.5229 0.173 -21.6166 3.2503 1193.1983 0.9997
w_n_t_1 4.5598 2.5887 0.0642 0.2592 10.1117 1317.0436 1.0012
w_a_t_1 2.7585 1.232 0.022 0.4139 5.1176 2716.3067 0.9997
w_d_t_1 -4.0919 992.2543 19.1251 -2063.2506 1776.6163 2544.7382 1.0004
w_c_t_1 4.1037 7.2147 0.1741 -10.4195 17.5008 1716.9835 0.9997
y_c_t_1 0.6545 6.2422 0.1264 -11.3135 12.732 2175.31 0.9999
Node 4.0729 2.4216 0.0702 -0.5118 8.8197 1187.11 1.0008
Under_Supply -7.2094 5.6041 0.158 -18.0893 3.3686 1322.6193 0.9999
Flow -9.2753 6.1788 0.1872 -21.1788 2.9414 1311.1419 1.0009
Arc 0.8992 1.0844 0.0278 -1.2848 2.9194 1488.9806 1.0001
