 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -6.5381 1.1052 0.022 -8.6326 -4.3324 2191.7698 1.0001
w_n_t_1 0.8635 0.2951 0.0064 0.3051 1.4427 2080.2497 0.9998
w_a_t_1 1.3915 0.2995 0.0059 0.8137 2.0003 2713.0873 1.0002
w_d_t_1 11.266 1001.3812 20.4619 -1847.9685 2068.3554 2553.0205 1.0028
w_c_t_1 5.0435 1.3148 0.0289 2.4977 7.6116 1987.1245 1.0007
y_c_t_1 5.9574 1.2393 0.0263 3.4924 8.3538 2489.3851 1.0
Node 0.4272 0.5218 0.0117 -0.6394 1.4119 2182.2922 1.0006
Under_Supply -1.4626 1.2081 0.028 -3.8877 0.87 1900.1713 1.0003
Flow -4.4032 1.6975 0.0406 -7.8917 -1.2858 1773.2873 1.0002
Arc -0.4885 0.3355 0.0068 -1.0936 0.2143 2771.2462 0.9997
