 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -4.0259 1.0625 0.0228 -5.987 -1.9 2262.4411 0.9999
w_n_t_1 0.3322 0.3839 0.0077 -0.4325 1.0634 2618.6878 0.9998
w_a_t_1 0.9933 0.3497 0.0062 0.305 1.6798 3379.1798 1.0008
w_d_t_1 29.6936 949.5282 16.5676 -1871.7509 1873.3876 3668.1572 0.9999
w_c_t_1 2.5381 1.9255 0.0473 -0.9364 6.5056 1564.2865 1.0002
y_c_t_1 1.6529 1.868 0.0428 -2.0537 5.3593 1908.7272 1.0009
Node -1.2269 0.4502 0.0107 -2.1072 -0.3501 2037.1704 0.9997
Under_Supply -5.683 1.8343 0.0504 -9.2704 -2.1456 1328.1988 0.9997
Flow 5.072 2.0455 0.0529 0.9368 8.9075 1568.8215 0.9997
Arc 0.0079 0.3328 0.006 -0.6291 0.6625 2550.9298 0.9997
