 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -772.4973 677.6791 44.0126 -2105.3737 387.4631 127.7021 1.0001
w_n_t_1 -51.2871 44.0253 2.5762 -142.8275 27.4032 187.759 1.0041
w_a_t_1 807.1604 613.2894 38.3383 -35.4365 1968.5436 166.04 0.9998
w_d_t_1 11.9409 956.7543 37.1413 -1744.5896 1923.052 597.3303 1.0013
w_c_t_1 353.2114 451.5504 27.061 -440.2845 1273.1907 132.8864 1.0034
y_c_t_1 -630.5711 335.6643 20.2351 -1295.1806 -50.1065 140.2771 1.0004
Node -114.7021 87.4587 5.7843 -286.7715 47.4602 122.1172 1.0037
Under_Supply -2492.068 677.4655 29.2535 -3887.7453 -1240.1924 474.8278 0.9997
Flow 546.1587 257.0778 17.6749 90.6973 1034.7209 97.9726 1.0035
Arc -53.8667 47.0735 3.0414 -151.6613 28.3482 128.8271 1.0054
