 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -5.8332 0.9844 0.0195 -7.7354 -3.8852 2379.2206 0.9998
w_n_t_1 0.0342 0.3953 0.0073 -0.7025 0.8236 3333.4829 0.9998
w_a_t_1 1.3868 0.3759 0.0066 0.6263 2.0915 2904.9855 0.9999
w_d_t_1 -8.6271 1035.2469 15.7408 -2030.1319 1960.5981 4045.813 1.0007
w_c_t_1 1.9327 2.159 0.047 -2.1318 6.4016 1690.5528 0.9999
y_c_t_1 2.8313 2.0592 0.0412 -1.3115 6.7521 1825.6093 0.9997
Node -0.1082 0.4071 0.0081 -0.9364 0.6751 1981.3398 0.9998
Under_Supply -2.8542 1.3644 0.0365 -5.6777 -0.2806 1152.9289 1.0009
Flow 2.668 1.7892 0.0458 -0.7539 6.1921 1280.5461 1.0009
Arc 0.0658 0.3059 0.0053 -0.5276 0.6735 3232.5457 0.9997
