 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept 4.076 1.1806 0.025 1.8358 6.4343 2539.9111 0.9997
w_n_t_1 1.1557 0.6171 0.0108 -0.0633 2.3208 3317.6287 0.9998
w_a_t_1 2.43 0.5529 0.0099 1.3582 3.5124 2976.7285 0.9997
w_d_t_1 7.2254 960.1847 15.6683 -1890.3121 1889.5001 3991.6091 0.9997
w_c_t_1 -2.3983 1.4272 0.0258 -5.108 0.4281 3094.9122 1.0002
y_c_t_1 -4.1525 1.807 0.0358 -7.7635 -0.7679 2392.8699 1.0021
Node 0.1519 0.5095 0.009 -0.8548 1.1275 2956.6549 0.9998
Under_Supply -5.1513 1.3984 0.0289 -7.8172 -2.2777 2357.3051 1.0015
Flow -0.7092 1.6233 0.0295 -4.0764 2.2988 2775.8709 1.0023
Arc -0.1362 0.3207 0.0049 -0.7348 0.4931 3956.8736 0.9997
