 mean sd mc_error hpd_2.5 hpd_97.5 n_eff Rhat
Intercept -1.8629 0.8282 0.0159 -3.5275 -0.2748 2206.9875 0.9997
w_n_t_1 1.9451 0.5136 0.0102 0.9685 2.9455 2409.3167 0.9997
w_a_t_1 3.3084 0.5612 0.0111 2.2359 4.4 2323.7866 0.9997
w_d_t_1 -1.295 0.2999 0.0061 -1.8789 -0.6991 2826.3846 0.9997
w_c_t_1 -0.932 1.2422 0.0274 -3.4268 1.4549 1767.539 0.9997
y_c_t_1 0.6925 1.3056 0.0332 -1.9167 3.203 1867.8294 1.0005
Node 0.485 0.3925 0.0082 -0.3001 1.2101 2335.6593 0.9998
Under_Supply -1.9816 1.189 0.025 -4.4245 0.3226 1605.862 1.0003
Flow -1.3677 1.3172 0.029 -3.8772 1.3608 1655.267 1.0013
Arc -0.0993 0.3147 0.0064 -0.7113 0.5093 2741.3545 0.9997
